source_page,file_url,label,file_type,school,subject,grade,term
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1二年級生活期末.pdf,112-1二年級生活期末.pdf,pdf,獅湖國小,,2,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1三年級國語期末.pdf,112-1三年級國語期末.pdf,pdf,獅湖國小,國文,3,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1三年級數學期末.pdf,112-1三年級數學期末.pdf,pdf,獅湖國小,數學,3,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1三年級自然期末.pdf,112-1三年級自然期末.pdf,pdf,獅湖國小,自然,3,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1三年級社會期末.pdf,112-1三年級社會期末.pdf,pdf,獅湖國小,社會,3,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1三年級英語期末.pdf,112-1三年級英語期末.pdf,pdf,獅湖國小,英文,3,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1四年級國語期末.pdf,112-1四年級國語期末.pdf,pdf,獅湖國小,國文,4,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1四年級數學期末.pdf,112-1四年級數學期末.pdf,pdf,獅湖國小,數學,4,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1四年級自然期末.pdf,112-1四年級自然期末.pdf,pdf,獅湖國小,自然,4,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1四年級社會期末.pdf,112-1四年級社會期末.pdf,pdf,獅湖國小,社會,4,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1四年級英語期末.pdf,112-1四年級英語期末.pdf,pdf,獅湖國小,英文,4,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1五年級國語期末.pdf,112-1五年級國語期末.pdf,pdf,獅湖國小,國文,5,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1五年級數學期末.pdf,112-1五年級數學期末.pdf,pdf,獅湖國小,數學,5,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1五年級自然期末.pdf,112-1五年級自然期末.pdf,pdf,獅湖國小,自然,5,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/70,https://affairs.kh.edu.tw/sites/1613/upload_file/70/112-1五年級社會期末.pdf,112-1五年級社會期末.pdf,pdf,獅湖國小,社會,5,112-1
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-1年級期中國語.pdf,112-2-1年級期中國語.pdf,pdf,獅湖國小,國文,1,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-1年級期中數學.pdf,112-2-1年級期中數學.pdf,pdf,獅湖國小,數學,1,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-2年級期中國語.pdf,112-2-2年級期中國語.pdf,pdf,獅湖國小,國文,2,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-2年級期中數學.pdf,112-2-2年級期中數學.pdf,pdf,獅湖國小,數學,2,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-3年級期中自然.pdf,112-2-3年級期中自然.pdf,pdf,獅湖國小,自然,3,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-3年級期中社會.pdf,112-2-3年級期中社會.pdf,pdf,獅湖國小,社會,3,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-3年級期中英語.pdf,112-2-3年級期中英語.pdf,pdf,獅湖國小,英文,3,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-3年級期中國語.pdf,112-2-3年級期中國語.pdf,pdf,獅湖國小,國文,3,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-3年級期中數學.pdf,112-2-3年級期中數學.pdf,pdf,獅湖國小,數學,3,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-4年級期中自然.pdf,112-2-4年級期中自然.pdf,pdf,獅湖國小,自然,4,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-4年級期中社會.pdf,112-2-4年級期中社會.pdf,pdf,獅湖國小,社會,4,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-4年級期中英語.pdf,112-2-4年級期中英語.pdf,pdf,獅湖國小,英文,4,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-4年級期中國語.pdf,112-2-4年級期中國語.pdf,pdf,獅湖國小,國文,4,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-4年級期中數學.pdf,112-2-4年級期中數學.pdf,pdf,獅湖國小,數學,4,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-5年級期中自然.pdf,112-2-5年級期中自然.pdf,pdf,獅湖國小,自然,5,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-5年級期中社會.pdf,112-2-5年級期中社會.pdf,pdf,獅湖國小,社會,5,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-5年級期中英語.pdf,112-2-5年級期中英語.pdf,pdf,獅湖國小,英文,5,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-5年級期中國語.pdf,112-2-5年級期中國語.pdf,pdf,獅湖國小,國文,5,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-5年級期中數學.pdf,112-2-5年級期中數學.pdf,pdf,獅湖國小,數學,5,112-2
https://affairs.kh.edu.tw/1613/upload/file_list/71,https://affairs.kh.edu.tw/sites/1613/upload_file/71/112-2-6年級期中自然.pdf,112-2-6年級期中自然.pdf,pdf,獅湖國小,自然,6,112-2
https://affairs.kh.edu.tw/1874/upload/file_list/6,https://affairs.kh.edu.tw/sites/1874/upload_file/6/104學年度上學期期末國語試卷(1-6).pdf,104學年度上學期期末國語試卷(1-6).pdf,pdf,林園國小,國文,1-6,104學年度上學期
https://affairs.kh.edu.tw/1874/upload/file_list/3,https://affairs.kh.edu.tw/sites/1874/upload_file/3/社會科104學年度期中定期3-6評量試卷.pdf,社會科104學年度期中定期3-6評量試卷.pdf,pdf,林園國小,社會,3-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%263641,https://newboe.chc.edu.tw/upload/download/&4&186&3641&3650,國小級國語科-題目-放大試題.pdf (487.32 KB),pdf,彰化縣學力鑑定,國文,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%263641,https://newboe.chc.edu.tw/upload/download/&4&186&3641&3649,國小級國語科-題目.pdf (557.41 KB),pdf,彰化縣學力鑑定,國文,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%263641,https://newboe.chc.edu.tw/upload/download/&4&186&3641&3653,國小級數學科-題目-放大試題.pdf (245.94 KB),pdf,彰化縣學力鑑定,數學,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%263641,https://newboe.chc.edu.tw/upload/download/&4&186&3641&3652,國小級數學科-題目.pdf (245.98 KB),pdf,彰化縣學力鑑定,數學,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%263641,https://newboe.chc.edu.tw/upload/download/&4&186&3641&3646,國小級社會科-題目- 放大試題.pdf (393.94 KB),pdf,彰化縣學力鑑定,社會,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%263641,https://newboe.chc.edu.tw/upload/download/&4&186&3641&3647,國小級社會科-題目.pdf (393.65 KB),pdf,彰化縣學力鑑定,社會,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%263641,https://newboe.chc.edu.tw/upload/download/&4&186&3641&3644,國小級自然與生活領域科-題目-放大試題.pdf (174.76 KB),pdf,彰化縣學力鑑定,自然,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%263641,https://newboe.chc.edu.tw/upload/download/&4&186&3641&3643,國小級自然與生活領域科-題目.pdf (173.13 KB),pdf,彰化縣學力鑑定,自然,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%264182,https://newboe.chc.edu.tw/upload/download/&4&186&4182&4198,國小級國語科-題目.pdf (451.16 KB),pdf,彰化縣學力鑑定,國文,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%264182,https://newboe.chc.edu.tw/upload/download/&4&186&4182&4200,國小級數學科-題目.pdf (599.12 KB),pdf,彰化縣學力鑑定,數學,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%264182,https://newboe.chc.edu.tw/upload/download/&4&186&4182&4196,國小級社會科-題目.pdf (369.49 KB),pdf,彰化縣學力鑑定,社會,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%264182,https://newboe.chc.edu.tw/upload/download/&4&186&4182&4194,國小級自然科-題目.pdf (227.88 KB),pdf,彰化縣學力鑑定,自然,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%265452%265469,https://newboe.chc.edu.tw/upload/download/&4&186&5452&5469&6044,國小級國語科-題目.pdf (591.61 KB),pdf,彰化縣學力鑑定,國文,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%265452%265469,https://newboe.chc.edu.tw/upload/download/&4&186&5452&5469&6045,國小級數學科-題目.pdf (440.2 KB),pdf,彰化縣學力鑑定,數學,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%265452%265469,https://newboe.chc.edu.tw/upload/download/&4&186&5452&5469&6043,國小級社會科-題目.pdf (505.88 KB),pdf,彰化縣學力鑑定,社會,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%265452%265469,https://newboe.chc.edu.tw/upload/download/&4&186&5452&5469&6042,國小級自然與生活科技科-題目.pdf (609.09 KB),pdf,彰化縣學力鑑定,自然,1-6,
https://newboe.chc.edu.tw/upload/show_download/%264%26186%267547,https://newboe.chc.edu.tw/upload/download/&4&186&7547&8867,114年國小級國語科-試題.pdf (4255.43 KB),pdf,彰化縣學力鑑定,國文,1-6,114年
https://newboe.chc.edu.tw/upload/show_download/%264%26186%267547,https://newboe.chc.edu.tw/upload/download/&4&186&7547&8877,114年國小級數學科-題目.pdf (4280.32 KB),pdf,彰化縣學力鑑定,數學,1-6,114年
https://newboe.chc.edu.tw/upload/show_download/%264%26186%267547,https://newboe.chc.edu.tw/upload/download/&4&186&7547&8875,114年國小級社會科-題目.pdf (4169.01 KB),pdf,彰化縣學力鑑定,社會,1-6,114年
https://newboe.chc.edu.tw/upload/show_download/%264%26186%267547,https://newboe.chc.edu.tw/upload/download/&4&186&7547&8879,114年國小級自然與生活科技科-題目.pdf (4178.37 KB),pdf,彰化縣學力鑑定,自然,1-6,114年
https://www.kmsh.tn.edu.tw/km107/edu_g6exam.htm,https://www2.kmsh.tn.edu.tw/banner/2025banner/113-mat.pdf,113年小六數學試題.pdf,pdf,崑山中學小六試題,數學,6,113年
https://www.kmsh.tn.edu.tw/km107/edu_g6exam.htm,https://www2.kmsh.tn.edu.tw/banner/2025banner/113-chi.pdf,113年小六國文試題.pdf,pdf,崑山中學小六試題,國文,6,113年
https://www.kmsh.tn.edu.tw/km107/edu_g6exam.htm,https://www2.kmsh.tn.edu.tw/banner/2025banner/113-eng.pdf,113年小六英文試題.pdf,pdf,崑山中學小六試題,英文,6,113年
https://www.kmsh.tn.edu.tw/km107/edu_g6exam.htm,http://203.71.221.48:9080/banner/2024banner/112chiA.pdf,112年小六國文A卷試題.pdf,pdf,崑山中學小六試題,國文,6,112年 / A卷
https://www.kmsh.tn.edu.tw/km107/edu_g6exam.htm,http://203.71.221.48:9080/banner/2024banner/112chiB.pdf,112年小六國文B卷試題.pdf,pdf,崑山中學小六試題,國文,6,112年 / B卷
https://www.kmsh.tn.edu.tw/km107/edu_g6exam.htm,http://203.71.221.48:9080/banner/2023banner/111-ma%E5%B0%8F%E5%85%AD%E8%80%83%E5%8F%A4.pdf,111年小六數學試題.pdf,pdf,崑山中學小六試題,數學,6,111年
